Load (N),Strain (%)
12.64922321,45.68344936
13.02929595,45.70485425
13.02286983,45.72437194
13.18184659,45.74309002
13.91945407,45.76526984
13.67218792,45.7846241
11.99655235,45.80534938
12.55515963,45.82451862
13.72508705,45.84362746
13.51153478,45.86553629
11.9288452,45.88462457
12.90142536,45.90545344
13.16731796,45.9277278
13.86506483,45.94771665
13.49691302,45.9673184
13.18585128,45.98741219
13.29900697,46.00763543
13.15586269,46.02729243
12.60172576,46.04728549
13.93798739,46.06750032
11.85135916,46.08932978
13.90036196,46.10784093
13.49821687,46.12846859
13.55186105,46.14935921
14.2221339,46.16980638
13.0917877,46.18816187
13.35898414,46.20961605
12.95311376,46.22912596
13.48201185,46.24841712
14.20387998,46.26984011
12.95367256,46.2900301
13.15874979,46.3116058
12.03138381,46.33041365
13.14869151,46.34967599
13.01234588,46.37241587
12.16595992,46.39239759
12.67185435,46.41057703
14.03288916,46.43068511
12.75073737,46.45306955
13.36466521,46.47272003
12.45336607,46.49076542
13.22505996,46.51268219
13.66948709,46.53174784
13.92653212,46.55173972
13.38431612,46.57403407
12.71469519,46.59170846
12.77141273,46.61455907
13.55689019,46.63364853
13.75563443,46.65309042
13.2298097,46.67504831
12.88773492,46.69567914
14.07582313,46.71283434
12.84787431,46.73614889
13.23176548,46.7556338
13.19041476,46.77418829
14.0699558,46.79468165
13.52466643,46.81730136
13.111718,46.83453792
12.71683723,46.85431508
12.41154969,46.87768734
13.63568008,46.89709954
14.16681334,46.91553957
13.05472106,46.93670761
12.62910664,46.95680893
13.87866214,46.97770813
12.52368093,46.99706588
13.18827271,47.01678106
12.13522628,47.03824881
12.45466992,47.05953377
12.14928925,47.07773385
13.4841539,47.09804615
12.92303205,47.11915307
13.65980133,47.13876974
13.51861283,47.15746527
12.75548711,47.17939959
14.27335665,47.19956053
12.68880442,47.2198645
13.45332712,47.2396046
12.0267272,47.25911998
14.40821216,47.28193241
14.20918852,47.30104323
13.11516389,47.31961828
12.53206283,47.34128486
13.07940111,47.3618849
13.03851604,47.38025071
13.80546018,47.4018134
13.28419894,47.42326353
13.54329288,47.44124914
14.32439312,47.46164606
13.74138519,47.48357037
13.05304468,47.50239513
13.16545531,47.52259964
14.44034278,47.54277162
13.25961202,47.56349397
13.43777403,47.58263884
12.6820989,47.60309354
14.4652091,47.62576349
12.24316657,47.64436179
14.11689445,47.66467013
13.32620159,47.68547916
12.63320446,47.70509003
12.87590712,47.72663248
12.37457618,47.74596055
14.38818872,47.76489222
12.88559288,47.78640633
12.38686964,47.80586353
13.79586756,47.82652334
14.18013126,47.84746627
13.89486715,47.86678179
12.52051443,47.88589825
13.36084679,47.90846494
14.45217058,47.92771276
13.34222034,47.94600324
14.20658082,47.96738504
14.45980743,47.98961486
12.32037321,48.00596235
14.07964155,48.02825798
13.31586391,48.05045081
12.90943474,48.06692673
11.86626032,48.08905503
13.28699291,48.11040412
13.82827759,48.12993142
13.00657168,48.14921908
13.25653866,48.16996072
13.55558634,48.18977599
13.70701939,48.20953545
13.85966316,48.23053212
13.92429695,48.25020427
12.22547144,48.27156939
13.9974989,48.29130933
13.25933263,48.30999201
13.37146387,48.33166669
13.48629594,48.35357846
13.5505572,48.37040664
13.57225701,48.39219435
14.24420625,48.4123468
13.19963485,48.43088501
13.36708665,48.45154902
13.39213923,48.47450782
12.75306568,48.49417775
13.14617693,48.51205756
13.97645101,48.53397457
13.815891,48.55436148
12.54482195,48.57283699
13.90324906,48.59448516
13.13118264,48.61440028
13.17756251,48.63358611
13.86869699,48.65456587
13.75628635,48.67451615
13.66827637,48.69566522
14.68993723,48.71452371
14.84919339,48.73463591
14.24131915,48.75646331
14.6985054,48.77612181
13.971515,48.79462335
13.99079338,48.81544659
13.68289813,48.83702626
13.39288428,48.85546644
14.83121887,48.87612569
13.87661323,48.89816367
13.81989568,48.91716194
13.44271004,48.93609123
13.32284883,48.95771106
13.80341128,48.97792986
13.65561038,48.9969267
13.98520544,49.01803942
13.56806606,49.03875296
14.61291686,49.05893064
12.87339255,49.0787744
13.77612352,49.09808334
13.09337094,49.11927519
14.80691135,49.14009176
13.06170598,49.15828573
14.34274018,49.1807913
13.79922032,49.20074062
13.98483291,49.21874735
12.99837604,49.24002889
14.81873915,49.26249271
13.58864829,49.28002168
13.57262954,49.30038241
13.56378198,49.32223806
14.01891932,49.34314369
15.1203014,49.35950761
13.98716122,49.38239084
13.78832385,49.40451597
13.2211484,49.42172197
14.55144957,49.44234883
14.44369555,49.46488155
14.63247463,49.48404277
13.8563104,49.50369341
15.11014998,49.52424606
13.65086064,49.54434795
14.52434808,49.56401026
15.04765823,49.58488239
14.49827105,49.60537503
13.70823011,49.62563416
14.80644569,49.64420761
13.64015043,49.6641929
14.95238394,49.68621293
15.29725268,49.70597105
14.20583576,49.72430678
14.76975158,49.74721144
12.87581399,49.76835472
13.78795132,49.78450337
15.88985324,49.80623187
14.40951601,49.82803252
15.9853138,49.84642858
14.5252794,49.86648784
14.66665417,49.88860019
15.03285021,49.90713054
14.34227452,49.92802926
14.65659589,49.94856239
13.22040334,49.96756248
13.78823072,49.98813672
14.80551437,50.01004325
14.4646503,50.02796219
14.34292644,50.04941486
15.52691683,50.07079022
14.52537253,50.0878578
13.79847527,50.10932753
14.97138292,50.1306371
15.06609842,50.14975315
14.88523558,50.17040605
14.37151805,50.19050968
14.53058794,50.21084826
14.57128674,50.23076052
15.34018666,50.25235551
14.6266073,50.27073704
14.48141411,50.2913497
14.92640004,50.31186734
13.77873123,50.3311154
14.21784982,50.35191546
14.6092847,50.37234563
15.39196819,50.39202858
14.60164785,50.41302136
14.79201019,50.43327993
14.47508112,50.45230391
15.32519236,50.4734702
14.59820196,50.49420732
13.89887184,50.51298286
14.90991563,50.53449602
13.52708787,50.55551689
15.09776339,50.5729657
14.95201141,50.59315172
14.53626901,50.6156842
13.77826557,50.63548264
14.88123089,50.65403196
14.83075321,50.6759158
14.46697861,50.69608626
14.92025331,50.715927
14.45347443,50.73559654
14.00634646,50.75553935
14.63377848,50.77766417
13.71335238,50.79604252
15.29427245,50.81608416
15.34894109,50.83828986
14.91643488,50.85786533
13.82287592,50.87539597
14.71303403,50.89718392
14.38762993,50.91990848
14.35484737,50.9373634
13.59255984,50.95788676
15.38870856,50.9795408
14.02394846,50.99821221
13.15325499,51.01770664
15.20458609,51.03757533
14.04620707,51.05999985
13.79083842,51.07823954
15.18661156,51.09772866
14.3381767,51.11987514
15.22190869,51.14104627
14.83121887,51.15807709
15.14721662,51.17877786
13.94925639,51.1994933
15.37892967,51.21974401
15.59555531,51.23892976
15.51741734,51.26151232
14.90572467,51.28101017
14.78753984,51.30026418
14.21226189,51.31857396
14.85319808,51.34215648
15.48118889,51.36308115
15.00872895,51.38224348
13.86823133,51.40090759
15.0302425,51.42227295
14.81128857,51.44171222
14.77915794,51.46186593
13.49430531,51.48204878
14.87974077,51.50437845
14.77217302,51.52226763
15.41934907,51.54262827
15.22572711,51.56502645
15.36663622,51.58637704
15.2063556,51.60333198
16.28855243,51.62496444
14.61300999,51.64417916
15.33674076,51.66469681
15.14498144,51.68429276
15.53734764,51.70698772
13.84345815,51.7260371
14.08187672,51.74478185
14.12536949,51.76468768
14.31368291,51.78711054
15.43890685,51.80724108
13.83181661,51.82633213
14.73687589,51.84604476
14.53803852,51.8674787
14.29822296,51.88756884
14.62968066,51.90625914
15.01943916,51.928393
15.31932503,51.94869721
14.31657001,51.96784366
14.68891278,51.98836837
14.67503607,52.00790321
14.14250582,52.0278623
13.13872635,52.04786282
14.81184736,52.07039641
14.55890015,52.08888756
15.14777541,52.10923534
14.10292462,52.12863127
14.80085775,52.14953119
15.74419439,52.16984873
14.35056329,52.19042646
15.75825736,52.21036245
13.7841329,52.23144635
14.11763951,52.24955079
14.31200653,52.27076209
15.91509208,52.29257718
15.55941999,52.31158069
15.32854512,52.33030622
15.50354064,52.35075045
15.11313021,52.37211732
14.3148005,52.39206172
15.43806866,52.41183873
14.52704892,52.43388083
15.63457772,52.45316374
15.89404419,52.47320379
14.77701589,52.49166914
15.27387649,52.51345812
14.23489302,52.53420992
14.82088119,52.55343813
16.12277701,52.57394831
14.70595598,52.59621441
16.41586423,52.61152234
14.61775973,52.6329004
14.73585144,52.65559044
15.58000222,52.67654162
14.98125494,52.6942099
15.08630812,52.71563947
14.03437927,52.73590979
15.15559852,52.75574307
16.2136741,52.77561342
15.53334296,52.79673423
14.31116834,52.81668379
14.62940127,52.83697737
15.2669847,52.85594992
15.69809392,52.87722797
14.99429345,52.89706236
15.00695944,52.91844312
15.50232992,52.93673813
15.0103122,52.95817795
16.6753307,52.97691753
14.44267109,52.99822924
15.19666985,53.01877244
14.52621073,53.0383953
15.49934968,53.05868316
14.35931772,53.07851636
15.78470692,53.09857007
13.65244389,53.11931417
16.08543098,53.14025297
13.60028982,53.16045185
14.73650336,53.17939471
15.16183838,53.20050489
15.72566107,53.22048541
14.39126208,53.24204516
15.45874402,53.26147292
14.88719136,53.28222884
15.30414447,53.30023033
15.30358568,53.32198899
14.78809863,53.34364827
14.26236704,53.36311493
15.08966088,53.38172053
15.56454226,53.40445081
15.75853676,53.42142416
16.3519755,53.44230169
14.37952742,53.46331217
16.11150801,53.48486247
15.1893124,53.50251749
14.57817852,53.52416979
15.96119255,53.54395346
14.18590546,53.56414742
16.51123166,53.58445115
15.24612308,53.60518017
16.88413322,53.6261547
15.09329304,53.64550229
15.5874528,53.66301221
14.89110291,53.68550095
15.61939716,53.70670868
14.99839127,53.72620907
14.39778134,53.74538823
16.40124246,53.76649713
15.70256427,53.78692596
16.11188054,53.80559649
14.95126635,53.82644131
15.15476033,53.84973292
15.66642895,53.86689654
15.90559259,53.88608459
16.17465168,53.90739431
15.59732482,53.9288696
16.07760787,53.94753823
15.89413732,53.96877207
16.21497795,53.9890762
15.60691744,54.0106977
14.51503485,54.02743015
15.42093232,54.04809504
16.12724736,54.07106947
15.42130485,54.09034031
16.35886729,54.10884193
15.68291336,54.13005584
14.83652741,54.15023234
15.96491784,54.16984703
14.98805359,54.19026664
14.87685367,54.21225938
16.24077559,54.2307814
15.44319093,54.25210834
16.00245014,54.2694796
17.02886075,54.29157116
15.17217606,54.31160049
15.93371853,54.3338927
15.99704847,54.35241417
16.00664109,54.37260464
16.85488969,54.3917068
16.06103033,54.41317773
15.84524289,54.43346972
16.03048295,54.45413206
16.2858516,54.47386986
15.71653411,54.49381323
14.89361748,54.51273784
16.78382978,54.53357282
15.07708803,54.55521575
16.19718969,54.57532574
16.25735313,54.59448791
15.65022394,54.61547354
16.01167023,54.63384158
15.67183062,54.65515575
14.96681944,54.67517516
17.47924834,54.69781678
14.32076097,54.71518303
17.11482182,54.73708607
15.63550904,54.75541982
15.70358872,54.77693139
15.2987428,54.79653107
15.61995596,54.81821552
15.92868939,54.83595785
15.96612856,54.85766015
15.5207701,54.8795905
16.34676009,54.89916899
16.5976584,54.918119
15.23941755,54.93873467
16.36855304,54.95823006
14.59429041,54.97869405
16.51560888,55.00075504
15.23280516,55.0204741
16.3638033,55.04015674
15.9711577,55.06024949
14.81408253,55.07920426
17.89676026,55.09967333
14.56774771,55.12166511
15.02977684,55.14134266
16.45917073,55.15974697
16.68380573,55.18287833
16.19132236,55.20082028
16.59598202,55.22003897
16.3285993,55.24214418
17.04813913,55.26370694
15.73748887,55.28230842
15.9336254,55.30234847
17.26606861,55.32196903
16.8280676,55.34291315
16.70988277,55.36267809
16.61945134,55.38376485
16.57754183,55.40421424
16.45004377,55.42454583
16.42294228,55.44143306
16.3926743,55.46364027
16.14205539,55.48551751
16.54503867,55.50460579
14.75382596,55.52359699
16.58629626,55.54621067
15.98410308,55.56573812
16.96962863,55.58422435
16.48878679,55.60473207
16.44678414,55.62717112
15.86098224,55.64601064
16.36017114,55.66493065
16.24133438,55.68533796
16.29814506,55.70739737
14.60360363,55.72766356
15.62070101,55.74788911
16.74229279,55.76675974
16.78438857,55.78882042
16.01856202,55.80555343
15.96808434,55.8269045
16.98071137,55.84913321
17.46043563,55.86954537
16.18899405,55.88755273
16.28259197,55.90772637
16.3632445,55.92783357
16.69721678,55.94837725
17.55515113,55.96879695
16.58722758,55.99006714
15.72035253,56.01066988
15.99080861,56.03025305
16.23732969,56.04861514
15.85744321,56.07111221
15.7575123,56.0902074
16.80571586,56.10998147
15.90512693,56.13054634
15.74140042,56.15282522
15.93530178,56.17077225
16.80301502,56.19026756
16.31211489,56.2121787
16.52436331,56.23269245
17.3616223,56.25130671
17.0414336,56.27239045
15.93278721,56.29197751
16.08720049,56.3123303
14.94986936,56.33344801
16.65316522,56.35436951
16.31192863,56.37345303
16.34107903,56.39378549
16.65372401,56.41158442
15.31261951,56.43462576
14.88318667,56.45524263
15.90671018,56.47441703
15.83127305,56.49377287
16.06512815,56.51526809
16.45768061,56.53375931
16.90089703,56.55348878
15.85399732,56.57588608
17.1055086,56.59680599
17.41899177,56.61494829
16.71537757,56.63595456
15.35769552,56.6578426
15.37883654,56.67890626
15.77818766,56.6958658
15.98773524,56.71748135
16.89819619,56.73703667
15.46964049,56.75812001
16.59691334,56.77756238
16.03281125,56.80008866
17.62686297,56.81885127
15.54777846,56.83787835
16.4671801,56.85731
16.81009308,56.87933345
16.55910164,56.89912585
16.27942547,56.92013641
17.59352162,56.93949797
15.2845867,56.96146944
15.90242609,56.97857495
16.84343442,56.9995351
16.53237268,57.02149172
16.47602767,57.04165719
16.19821414,57.0595712
16.55351371,57.08131557
16.29367471,57.1011206
16.68445766,57.12120486
16.46103337,57.14078113
18.09680834,57.16280546
16.7937018,57.18357631
17.10094512,57.20181814
16.83523878,57.22096761
16.98806882,57.24270778
17.28236675,57.2635561
16.08422026,57.28256405
16.79714769,57.30297247
16.44100994,57.32472542
15.52226022,57.34268865
17.19985157,57.3631339
17.02867448,57.38388927
16.71705395,57.40441525
16.81055874,57.42478772
16.00598916,57.44427978
16.92492515,57.46387073
17.36823469,57.4845249
16.19234681,57.50606496
16.14233479,57.52643624
16.37116075,57.54543038
16.31639898,57.56629497
16.38531685,57.58462372
17.04217866,57.60649826
16.78261906,57.62583919
17.39859581,57.64786089
16.98052511,57.66591112
16.77591354,57.68758429
17.08678901,57.70590478
16.64580777,57.72645767
16.89307392,57.74868511
17.29093492,57.76916037
16.30913466,57.7878794
16.57446846,57.80855651
16.13060012,57.82750168
16.78010449,57.84887164
16.76445827,57.86953017
17.04106107,57.88912438
16.58536494,57.90894679
19.16615292,57.92975042
16.92958176,57.94778636
17.02811569,57.97046115
16.68389887,57.98947307
17.98607409,58.01099877
16.67859033,58.02958643
16.70354977,58.05200525
17.14089885,58.06959327
15.74587077,58.09068019
18.04651693,58.11265451
16.86615869,58.13327344
16.99635759,58.15164147
17.31719822,58.17065871
16.82871953,58.19174237
16.85759053,58.21070079
17.80167222,58.23210425
17.58411527,58.25381283
17.88362861,58.27233445
17.36050472,58.29338827
17.40893349,58.31452837
16.95808023,58.33465819
17.69121736,58.35451322
15.60850069,58.37601312
17.28478819,58.39309006
16.95360988,58.41535116
17.4343586,58.43526064
16.71733335,58.45684055
16.39034599,58.47503158
16.96357504,58.49620002
17.27547497,58.51516947
16.67747274,58.53548225
16.27961174,58.5563693
18.21778715,58.57645642
17.33433455,58.59725172
17.25349575,58.61712278
16.91887155,58.63586817
16.91738144,58.65768564
17.31934026,58.67947216
17.08269119,58.69880316
17.36264676,58.71719231
15.70116729,58.73845735
18.50286499,58.75759849
15.49618319,58.77939183
17.25852489,58.79855639
16.03504643,58.81882988
16.39295369,58.83880548
17.27016643,58.8609191
17.63161272,58.8784907
16.80087298,58.90033572
16.99700952,58.92067596
16.42247662,58.94066505
17.49247313,58.95977254
17.41563901,58.97962432
16.76268876,58.99991844
17.88567752,59.02094035
17.6650472,59.04123186
17.28963107,59.06264104
17.36944541,59.08197918
16.2708573,59.10162967
16.93591475,59.12005922
17.31906086,59.14216935
17.66970381,59.16333199
16.05860889,59.18223635
16.90080389,59.20172214
19.32298765,59.22416151
17.55608246,59.24236786
17.00250432,59.26165441
17.53056422,59.28339228
17.38509163,59.30556852
17.52981916,59.32371852
17.7109614,59.34319605
18.91972497,59.36405246
17.11286604,59.38454637
17.07505435,59.40544422
17.23561436,59.4259175
18.01708713,59.44525858
16.66918397,59.46586544
17.56930724,59.48409719
17.14983955,59.50535707
17.70425588,59.52734083
17.40241423,59.54697504
17.28311181,59.56543603
17.96092838,59.5881598
16.39993861,59.60804618
18.32004637,59.62570747
16.76548272,59.64714236
16.69405028,59.66851661
16.63165167,59.68884511
18.69397238,59.70740714
17.91389659,59.72704016
17.95226708,59.74973559
16.82341099,59.76813077
17.77531579,59.78849793
17.32418314,59.80813722
18.41662452,59.82974459
17.40707085,59.84791181
17.50001684,59.868457
17.07207412,59.89100869
17.92656258,59.91141902
18.11627299,59.92845071
17.92628318,59.95021215
18.59953627,59.97260898
17.66411588,59.99035163
17.68926159,60.01091158
16.38457179,60.03280287
16.48776233,60.05259401
17.41731539,60.07100308
18.04651693,60.09190942
17.78770238,60.11456064
17.42839813,60.13200881
17.55785197,60.15176661
17.95561984,60.17256349
17.74150878,60.19466298
17.13288948,60.21357894
16.557239,60.23343564
17.90188253,60.25387034
17.53149554,60.27583735
18.49057153,60.29237399
18.25978979,60.31331502
17.93392003,60.33598227
18.37890595,60.35578103
17.86593348,60.37425701
18.01941544,60.39545609
18.0949457,60.41580506
17.24343747,60.43568883
17.37717539,60.45470678
17.2088854,60.4764902
17.5178051,60.49714921
17.69503579,60.51727737
17.34411344,60.53491826
18.16404983,60.55809422
18.90901476,60.57923281
17.6595524,60.5961764
16.6230835,60.61651196
17.48111099,60.63864178
17.71906391,60.65780911
17.15989783,60.67694882
17.60981977,60.69922127
17.41908491,60.72111891
19.20023933,60.73706477
16.88282937,60.75805525
17.84479246,60.77848677
18.403586,60.80046347
17.13540405,60.81849187
18.33969727,60.83998883
17.77755097,60.86126069
18.46719533,60.88087006
16.87323675,60.89804478
18.39343458,60.92064362
18.42156053,60.9420743
16.45097509,60.96089104
16.93367958,60.98026538
16.6811049,61.00229169
16.97381958,61.02133869
18.48023385,61.04144352
17.11156219,61.06295048
17.93224365,61.08450372
18.05806533,61.10300463
18.22877675,61.12158443
18.16200092,61.14224654
17.68860966,61.16353419
17.40138978,61.18375085
17.7776441,61.20408356
19.77970824,61.2240178
17.90421084,61.24562351
18.63520592,61.26128926
17.23393798,61.28344336
18.79008487,61.30552499
18.35813746,61.32592984
18.14551651,61.34434813
18.16060394,61.36579627
18.06309447,61.3842367
17.64604822,61.40466854
17.54909754,61.4248263
17.5983645,61.44730076
18.44838262,61.46645198
17.75436103,61.48649187
17.13633537,61.50515971
17.54891127,61.52712783
16.82434231,61.54751975
18.52922142,61.5678338
18.40880141,61.58680873
18.00721511,61.6076884
18.26118678,61.62623114
18.69956031,61.64670474
17.85894856,61.66923547
19.2544423,61.69056471
18.96843314,61.70673067
18.81178468,61.72872619
18.34239811,61.75119072
17.66365021,61.77056451
18.87641847,61.78968398
17.7863054,61.81002605
17.65722409,61.82920433
18.16665754,61.8499228
17.8151764,61.87122894
17.78528094,61.89103921
17.26467162,61.91019733
18.42416823,61.93272497
17.91743562,61.95145003
18.30160618,61.97177956
18.73522997,61.99191891
17.49116927,62.01419199
18.38756725,62.03199727
17.66094938,62.05233807
19.07879487,62.07251512
18.04605126,62.09310666
18.23315397,62.11317743
19.64149997,62.13359419
18.39287579,62.15404326
18.02761108,62.173834
17.81051978,62.1934186
17.32809469,62.21424898
17.4514018,62.2350011
19.51241866,62.25577036
17.81843603,62.27435239
17.58467406,62.2959211
17.97061414,62.31420905
18.62151548,62.33517135
18.66882667,62.35548477
17.8608112,62.37659613
17.15151593,62.39544351
18.81746575,62.41643835
17.86183566,62.43570387
18.97662878,62.45586981
18.40377226,62.47643937
18.66174862,62.49898621
18.26481894,62.51745529
18.39110628,62.53736985
19.80466768,62.55662465
18.77518371,62.57784992
18.85993406,62.59667666
18.03832129,62.61814029
17.68777147,62.63855903
19.19306815,62.65860234
18.71138811,62.67764434
18.52503046,62.69873149
19.9389644,62.72095584
18.84205267,62.74081095
18.69788393,62.75864218
19.00140196,62.78023384
18.3600001,62.80010236
19.25453544,62.81889013
18.05014908,62.84049806
19.12042499,62.86202217
18.66817474,62.88205555
19.40419897,62.90106898
19.27670091,62.91992707
17.92246476,62.94133863
18.84205267,62.96102935
18.55408773,62.98137007
18.28288659,63.00231737
19.2864798,63.02346961
18.93304288,63.04200346
17.46714115,63.06157513
18.45788211,63.08329307
19.27223057,63.10455786
19.29989085,63.12138072
17.65908673,63.14394289
18.01066101,63.16416074
17.9563649,63.18398997
18.52465793,63.20373396
19.00745556,63.22632803
20.18772066,63.24522144
18.18146557,63.26414415
18.61788332,63.2835073
18.86719838,63.30530937
18.76633614,63.32543737
18.44447106,63.34560045
19.20778304,63.36557034
19.10906285,63.38796994
19.00484785,63.40685121
20.06264403,63.42741474
18.45518127,63.4464407
18.45918596,63.46841994
18.15473661,63.48612941
18.38132739,63.50716331
19.04517412,63.52888625
19.7917223,63.54985792
19.37421039,63.56709971
19.04843375,63.58897847
18.10435206,63.60787688
19.23870295,63.62839389
18.54589209,63.6485026
18.35096627,63.67078148
17.94295385,63.69107592
18.22756603,63.70981456
19.20396462,63.7279163
19.71162856,63.75076778
19.11548898,63.76951094
19.87265423,63.79061293
18.65234226,63.81007657
19.16708425,63.83266493
19.09686252,63.85059156
18.86999235,63.87050684
19.45225522,63.89263268
20.49999312,63.91441746
18.18435267,63.92969276
19.37812194,63.9514696
20.21780238,63.97174087
17.72344112,63.9918037
19.30156723,64.01287673
19.36024055,64.03434027
20.30283213,64.05467091
17.77727157,64.0745034
18.5049139,64.09153811
19.05784011,64.11378143
20.11014149,64.13528236
17.93550327,64.15385907
18.80079508,64.1740874
19.56298947,64.19603799
18.66137609,64.21510317
20.11712641,64.2323352
18.29043031,64.25543036
20.69287002,64.27711782
18.84792,64.29477633
19.49155703,64.31482385
18.80424097,64.33539658
19.16708425,64.35689743
19.44582909,64.3778275
18.19580793,64.39763396
19.36117187,64.41662603
19.22184601,64.43705176
19.18235794,64.4549703
19.4334425,64.47640678
18.97970214,64.49876027
18.82715151,64.51887025
19.26524565,64.53735441
18.22290942,64.55967909
18.47567037,64.57790886
18.47306266,64.59916143
18.05443317,64.61873198
18.82119104,64.64058065
18.89998093,64.65910148
18.76167953,64.67910121
19.25379038,64.69813583
19.29858699,64.71897669
18.93080771,64.73999495
18.51925626,64.76058435
18.96405593,64.77994877
19.84555274,64.80129341
19.90050077,64.81992267
18.18425953,64.84018989
19.30212602,64.86197379
19.03343946,64.88310309
20.1785937,64.90077764
19.63749528,64.92196234
18.10835674,64.94106927
18.66323873,64.96176432
19.18701455,64.98191002
18.62049103,65.00319394
18.34072173,65.02319772
19.02654767,65.04320189
18.31064001,65.06417832
18.56656745,65.08567044
19.35586333,65.10393895
19.20983195,65.12459629
18.34724098,65.14297774
18.64256337,65.16503239
18.0398114,65.18532842
18.49401742,65.20567573
18.42509955,65.22528946
19.44871619,65.24732688
19.44219694,65.26470124
19.69551668,65.28399954
19.41565424,65.30647963
19.67027783,65.3278207
18.93909648,65.34704058
18.87185499,65.36751624
20.06627619,65.38747525
18.77043396,65.408522
19.73155886,65.42662826
20.3885138,65.44770002
19.35325563,65.4672547
19.0817751,65.48860434
18.89141276,65.50640493
17.81564206,65.52830639
18.90938729,65.54953879
19.43521202,65.57053269
19.98059452,65.58735475
19.97295767,65.60955076
19.52070743,65.62944739
19.35670152,65.64846629
18.65988597,65.66971061
19.73127946,65.69119638
17.82141626,65.71093274
19.19521019,65.73114916
19.32960004,65.74945394
19.66971904,65.77259458
20.21072432,65.79269972
19.11083236,65.81006741
19.67735589,65.83006364
20.09421587,65.85191406
18.44549552,65.87146667
18.9867802,65.89161555
17.99007878,65.91402492
19.06976104,65.93448843
20.30422911,65.95177753
18.92102882,65.97237789
20.01859248,65.99202067
21.29683271,66.01398293
21.1853534,66.03321241
20.03274858,66.05450395
19.34701577,66.07508819
18.66873354,66.09592008
19.70892772,66.11215105
19.75959167,66.13316859
19.17518675,66.15560654
19.33667809,66.1757185
19.10077408,66.19494338
19.07479018,66.21581075
19.56215128,66.23276307
19.09649,66.25472715
19.18049529,66.27667583
19.33677122,66.29545574
19.29765567,66.31611721
19.38398927,66.33769442
19.63656396,66.35767653
19.94501799,66.37522503
19.87861469,66.39626456
19.3583779,66.41952331
19.69682053,66.43708125
19.71498132,66.45674658
19.08792183,66.47753846
20.94181255,66.49885009
19.8177062,66.51899626
18.45424995,66.53951415
21.06316388,66.55746253
21.28658816,66.57928398
19.33509484,66.59795292
20.15084028,66.61883735
19.78911459,66.64012429
20.76169476,66.66107437
20.30376345,66.68009208
18.85816455,66.70098564
19.60601658,66.71902126
20.16732469,66.74000753
19.93598416,66.761441
20.54320648,66.78265332
20.71717754,66.80134092
19.86809075,66.82171252
20.15437931,66.84253814
19.2027539,66.86315476
19.6814537,66.88161336
18.85816455,66.90244906
19.71721649,66.92295488
20.64099535,66.9419741
20.69668844,66.96399414
20.10455355,66.98538045
19.13579181,67.00385041
20.41365951,67.02449307
19.92816105,67.04256067
19.99270171,67.06478312
19.62538809,67.08507542
20.12113109,67.10513571
19.49584112,67.12443663
20.92607319,67.14628141
19.85346898,67.16430179
21.01631835,67.18502581
19.6095556,67.20668668
20.5559656,67.2262162
20.36448568,67.24549164
19.19772476,67.26656411
21.24998719,67.2861353
20.54749057,67.30821749
19.82487738,67.32721448
20.3192234,67.34872986
20.13696358,67.3672241
20.55419609,67.38832189
20.1064162,67.40577752
20.22255212,67.42665902
20.12765035,67.44905029
19.70101148,67.46948404
20.30907199,67.4888352
20.28681338,67.50988918
20.72108909,67.52967238
22.2761184,67.54790024
20.53435892,67.56875062
20.76337114,67.59070446
20.21146938,67.60968812
19.61328089,67.63062129
20.81785351,67.64976061
19.71097663,67.67152109
20.76625824,67.69159869
20.32062039,67.71085825
20.67601308,67.72977318
20.44569701,67.75185902
19.27437261,67.77058606
20.09663731,67.79129905
21.48933709,67.81298079
19.99652013,67.83385189
19.27185804,67.85215349
20.42148262,67.87333733
20.25552094,67.89176426
19.53691244,67.91319447
21.44966274,67.93486185
20.55997029,67.95374359
19.58580688,67.97420599
20.51657066,67.99390934
20.8362937,68.01279315
20.14273778,68.03439393
19.43046227,68.05520598
21.19839191,68.07487639
20.93575895,68.09323244
20.46274021,68.11536558
20.60448751,68.13564868
20.86246386,68.15528527
20.74455842,68.17652673
20.73002979,68.19739838
21.06623724,68.21550004
20.84393054,68.2354358
19.49677244,68.2551266
20.67536116,68.27743739
20.45007423,68.29642589
18.56135204,68.31828853
19.94492486,68.338621
21.21590078,68.35899561
20.2008523,68.37490996
21.23890445,68.39653034
20.48546448,68.41805176
20.400621,68.43832826
19.55255866,68.45818806
20.79326659,68.47968129
19.34859902,68.50104593
20.93063667,68.52191513
20.39670944,68.53853455
21.67522907,68.56147732
20.00182867,68.57895097
19.84303817,68.59969594
19.66459677,68.62083469
20.07531002,68.64238951
21.53096721,68.66126761
19.90469173,68.68162603
21.53571695,68.70090528
19.47982237,68.72071793
19.9877657,68.7420155
20.85836604,68.76243202
20.38311213,68.7821514
20.10790631,68.80415644
21.06158063,68.82105272
20.68392932,68.84383221
20.44029534,68.86428747
21.18078992,68.88428236
19.46408302,68.90287423
21.32318914,68.92336068
20.35209909,68.94313697
19.94874328,68.96384956
19.34748143,68.98510166
20.50241455,69.00664394
20.58167011,69.0247175
20.99908888,69.04469088
20.2297233,69.0633272
20.94106749,69.0854867
21.1333856,69.10540086
20.17756924,69.12585525
20.98977566,69.14636027
19.7363086,69.16734043
20.39568499,69.18493719
19.39153299,69.20620294
21.63331956,69.22742518
20.49235627,69.24756874
